Species,DBH,Colony,Foraged,Distance,succession
Pterocarpus_rohrii,22.8,4,0,22.12349473,n
Pterocarpus_rohrii,50,6,0,35.99195922,n
Pterocarpus_rohrii,43,9,0,35.14716037,n
Pterocarpus_rohrii,23.5,5,0,12.93678941,n
Pterocarpus_rohrii,18.5,4,0,48.76576678,n
Pterocarpus_rohrii,18.5,4,0,45.48248234,n
Pterocarpus_rohrii,18.5,8,1,5.915864201,n
Pterocarpus_rohrii,41.7,8,1,21.0454268,n
Pterocarpus_rohrii,18.5,8,1,22.08890534,n
Pterocarpus_rohrii,34.1,7,0,8.968708567,n
Pterocarpus_rohrii,7.8,7,0,9.702958312,n
Pterocarpus_rohrii,41.7,4,0,30.37796734,n
Pterocarpus_rohrii,42.5,9,0,17.83962222,n
Pterocarpus_rohrii,18.5,4,0,29.39589087,n
Pterocarpus_rohrii,42.4,5,0,9.916062288,n
Pterocarpus_rohrii,27.4,5,1,13.85351841,n
Pterocarpus_rohrii,22.8,6,0,29.07223024,n
Pterocarpus_rohrii,31.6,4,0,35.88466329,n
Pterocarpus_rohrii,22.8,8,0,44.06043236,n
Pterocarpus_rohrii,22.8,6,0,22.12349473,n
Pterocarpus_rohrii,40.3,4,0,14.18042665,n
Pterocarpus_rohrii,31.6,8,0,38.96093556,n
Pterocarpus_rohrii,50,6,0,38.1075147,n
Pterocarpus_rohrii,7.8,7,0,44.84434619,n
Pterocarpus_rohrii,31.6,8,0,35.88466329,n
Pterocarpus_rohrii,32.2,1,0,10.63356253,n
Pterocarpus_rohrii,22.8,8,0,22.12349473,n
Pterocarpus_rohrii,18.5,4,0,48.13778765,n
Quararibea_parvifolia,7.5,4,0,42.76694635,n
Quararibea_parvifolia,7.5,4,0,26.61732785,n
Quararibea_parvifolia,7.5,4,0,25.85974671,n
Quararibea_parvifolia,7.5,4,0,30.64902495,n
Quararibea_parvifolia,7.5,4,0,39.08529775,n
Quararibea_pumila,2.2,4,0,40.24471145,n
Quararibea_pumila,2.2,4,0,12.10138726,n
Randia_genipoides,6,6,0,11.71385931,n
Randia_genipoides,6,6,0,21.96542371,n
Randia_genipoides,6,6,0,16.33745464,n
Randia_genipoides,6,6,0,9.147929129,n
Randia_grandifolia,3,9,0,19.18107386,n
Randia_grandifolia,3,9,0,24.73569576,n
Randia_grandifolia,4.2,9,0,8.048696016,n
Randia_grandifolia,4.2,9,0,16.4630274,n
Randia_grandifolia,3,9,0,40.02852491,n
Randia_grandifolia,4.2,9,0,32.32629818,n
Randia_grandifolia,4.2,9,0,14.14158306,n
Randia_grandifolia,4.2,9,0,32.51860083,n
Randia_grandifolia,4.2,9,0,10.21961632,n
Randia_grandifolia,4.2,9,0,46.64253721,n
Randia_grandifolia,4.2,9,0,31.27070935,n
Randia_grandifolia,4.2,9,0,14.3683736,n
Rauvolfia_purpurascens,12.3,4,0,38.90643937,n
Rauvolfia_purpurascens,28.9,4,0,25.60450351,n
Rauvolfia_purpurascens,30,1,0,23.78226115,n
Rauvolfia_purpurascens,41.3,5,1,18.33682772,n
Rauvolfia_purpurascens,12.3,4,0,29.21185375,n
Rauvolfia_purpurascens,12.3,4,0,65.85640819,n
Rauvolfia_purpurascens,12.3,4,0,42.61537013,n
Rauvolfia_purpurascens,12.3,4,0,30.82366706,n
Rauvolfia_purpurascens,12.3,4,0,12.58842998,n
Rhodostemonodaphne_kunthiana,15.2,8,0,26.90214861,n
Rhodostemonodaphne_kunthiana,15.2,8,0,18.92909874,n
Rhodostemonodaphne_kunthiana,20,9,1,8.600104242,n
Richeria_dressleri,6.1,4,0,55.67665336,n
Richeria_dressleri,4.9,8,0,47.30066596,n
Richeria_dressleri,2.3,8,0,41.87514874,n
Richeria_dressleri,12.3,5,0,42.61537013,n
Richeria_dressleri,4.9,4,0,47.30066596,n
Richeria_dressleri,4.9,4,0,28.18609721,n
Richeria_dressleri,2.3,4,0,26.81471348,n
Richeria_dressleri,6.1,8,0,35.73290778,n
Richeria_dressleri,12.3,5,0,29.21185375,n
Richeria_dressleri,2.3,8,0,13.62742199,n
Richeria_dressleri,4.9,8,0,28.18609721,n
Richeria_dressleri,6.1,6,0,24.78984866,n
Richeria_dressleri,2.3,6,0,13.62742199,n
Richeria_dressleri,4.9,4,0,7.5666802,n
Richeria_dressleri,6.1,6,0,27.84393003,n
Richeria_dressleri,4.9,8,0,29.44922586,n
Richeria_dressleri,6.1,6,0,55.67665336,n
Richeria_dressleri,6.1,8,0,27.84393003,n
Richeria_dressleri,12.3,7,0,38.90643937,n
Richeria_dressleri,6.1,4,0,35.73290778,n
Richeria_dressleri,2.3,8,0,29.90975761,n
Richeria_dressleri,6.1,4,0,32.68651794,n
Richeria_dressleri,12.3,7,0,12.58842998,n
Richeria_dressleri,6.1,6,0,38.02385041,n
Richeria_dressleri,6.1,8,0,32.68651794,n
Richeria_dressleri,12.3,5,0,65.85640819,n
Richeria_dressleri,6.1,6,0,17.5649936,n
Richeria_dressleri,2.3,4,0,41.87514874,n
Richeria_dressleri,12.3,7,0,42.61537013,n
Richeria_dressleri,4.9,4,0,29.44922586,n
Richeria_dressleri,12.3,7,0,29.21185375,n
Richeria_dressleri,12.3,7,0,30.82366706,n
Richeria_dressleri,2.3,6,0,26.81471348,n
Richeria_dressleri,6.1,6,0,32.68651794,n
Richeria_dressleri,6.1,8,0,38.02385041,n
Richeria_dressleri,12.3,7,0,65.85640819,n
Richeria_dressleri,4.9,8,0,7.5666802,n
Richeria_dressleri,63,6,0,23.61314063,n
Richeria_dressleri,6.1,4,0,47.83744349,n
Richeria_dressleri,12.3,5,0,12.58842998,n
Richeria_dressleri,6.1,4,0,17.5649936,n
Richeria_dressleri,6.1,6,0,47.83744349,n
Richeria_dressleri,6.1,8,0,47.83744349,n
Richeria_dressleri,12.3,5,0,30.82366706,n
Richeria_dressleri,6.1,8,0,55.67665336,n
Richeria_dressleri,6.1,8,0,24.78984866,n
Richeria_dressleri,9.5,6,1,23.75162089,n
Richeria_dressleri,6.1,4,0,27.84393003,n
Richeria_dressleri,2.3,8,0,26.81471348,n
Richeria_dressleri,2.3,4,0,29.90975761,n
Richeria_dressleri,2.3,6,0,41.87514874,n
Richeria_dressleri,2.3,8,0,10.77935195,n
Richeria_dressleri,2.3,4,0,10.77935195,n
Richeria_dressleri,2.3,4,0,13.62742199,n
Richeria_dressleri,6.1,8,0,17.5649936,n
Richeria_dressleri,63,6,0,29.35006133,n
Richeria_dressleri,12.3,5,0,38.90643937,n
Richeria_dressleri,6.1,4,0,24.78984866,n
Richeria_dressleri,6.1,4,0,38.02385041,n
Richeria_dressleri,6.1,6,0,35.73290778,n
Richeria_dressleri,2.3,6,0,10.77935195,n
Richeria_dressleri,2.3,6,0,29.90975761,n
Rinorea_deflexiflora,13.5,8,0,29.17179613,n
Rinorea_deflexiflora,15.3,1,1,14.86336172,n
Rinorea_deflexiflora,13.5,4,0,29.17179613,n
Rinorea_deflexiflora,13.5,8,0,16.44241466,n
Rinorea_deflexiflora,13.5,4,0,64.39059636,n
Rinorea_deflexiflora,13.5,4,0,16.44241466,n
Rinorea_deflexiflora,13.5,8,0,64.39059636,n
Rinorea_deflexiflora,13.5,8,0,46.27968237,n
Rinorea_deflexiflora,9.1,1,1,8.928436067,n
Rinorea_deflexiflora,13.5,10,0,46.27968237,n
Rinorea_deflexiflora,13.5,10,0,64.39059636,n
Rinorea_deflexiflora,13.5,10,0,29.17179613,n
Rinorea_deflexiflora,13.5,4,0,46.27968237,n
Rinorea_deflexiflora,13.5,10,0,16.44241466,n
Rollinia_pittieri,65.5,4,0,49.31343123,n
Rollinia_pittieri,65.5,8,0,36.51304191,n
Rollinia_pittieri,65.5,4,0,36.51304191,n
Rollinia_pittieri,65.5,8,0,49.31343123,n
Sacoglottis_trichogyna,5.2,7,0,20.51048471,n
Sacoglottis_trichogyna,5.2,7,0,28.0904217,n
Sacoglottis_trichogyna,5.2,7,0,22.16036955,n
Sacoglottis_trichogyna,52.5,7,1,9.555531516,n
Sacoglottis_trichogyna,5.2,7,0,7.706454871,n
Sapium_glandulosum,15,9,0,52.17331491,n
Sapium_glandulosum,26.8,6,0,22.73918006,n
Sapium_glandulosum,53.6,4,1,15.02011984,n
Sapium_glandulosum,30.2,6,0,15.24583172,n
Sapium_glandulosum,15,9,0,33.14298483,n
Simarouba_amara,2.6,9,0,13.73523169,n
Simarouba_amara,2.6,9,0,14.70438623,n
Simarouba_amara,16.4,5,0,28.23108862,n
Simarouba_amara,22.6,5,0,6.639433887,n
Simarouba_amara,2.6,9,0,10.72019044,n
Simarouba_amara,2.6,9,0,24.80229451,n
Simira_maxonii,39,9,0,33.1007703,n
Simira_maxonii,34.7,9,0,15.35395592,n
Simira_maxonii,9.1,9,0,7.4623241,n
Simira_maxonii,9.1,9,0,32.95622189,n
Simira_maxonii,4.1,9,0,21.13077386,n
Simira_maxonii,4.1,9,0,3.72484899,n
Simira_maxonii,9.1,9,0,9.878652919,n
Simira_maxonii,4.1,9,0,42.1510366,n
Simira_maxonii,48,8,0,40.11793576,n
Simira_maxonii,46.9,9,0,22.1701996,n
Simira_maxonii,4.6,5,0,9.047166048,n
Simira_maxonii,52.5,8,0,27.87128451,n
Simira_maxonii,4.6,5,0,10.65683554,n
Simira_maxonii,41.8,9,0,4.911539809,n
Simira_maxonii,4.1,9,0,4.834397584,n
Simira_maxonii,46.9,9,0,16.92818092,n
Simira_maxonii,46.9,1,0,16.92818092,n
Simira_maxonii,45,9,0,33.09060874,n
Simira_maxonii,35.2,8,1,19.4712891,n
Simira_maxonii,41.8,4,0,4.911539809,n
Simira_maxonii,46.9,1,0,21.62634241,n
Simira_maxonii,41.8,4,0,22.47533092,n
Simira_maxonii,52.5,4,0,27.87128451,n
Simira_maxonii,52.5,8,0,33.12104904,n
Simira_maxonii,50.4,7,1,6.176268749,n
Simira_maxonii,71,5,0,10.46896507,n
Simira_maxonii,44,9,0,14.10452544,n
Simira_maxonii,46.9,9,0,21.62634241,n
Simira_maxonii,34.7,9,0,23.7188642,n
Simira_maxonii,45,9,0,22.68576289,n
Simira_maxonii,52.5,4,0,33.12104904,n
Simira_maxonii,45,9,0,38.75773302,n
Simira_maxonii,46.9,1,0,22.1701996,n
Simira_maxonii,4.6,5,0,12.90596032,n
Simira_maxonii,48,4,1,24.28173182,n
Simira_maxonii,41.8,9,0,22.47533092,n
Simira_maxonii,9.1,9,0,38.27644648,n
Simira_maxonii,35.2,4,0,42.40381115,n
Simira_maxonii,4.1,9,0,32.33984805,n
Simira_maxonii,50.4,7,1,33.66441295,n
Simira_maxonii,45,9,0,29.56212743,n
Siparuna_pauciflora,4.5,9,0,10.28152468,n
Siparuna_pauciflora,8.5,9,0,44.68018402,n
Siparuna_pauciflora,4.5,9,0,28.86878581,n
Siparuna_pauciflora,4.5,9,0,50.16097344,n
Siparuna_pauciflora,8.5,9,0,22.49189026,n
Siparuna_pauciflora,4.5,9,0,35.46981993,n
Siparuna_pauciflora,8.5,9,0,9.190788867,n
Siparuna_pauciflora,8.5,9,0,7.782328251,n
Siparuna_pauciflora,4.5,9,0,31.48629019,n
Sloanea_geniculata,37,7,1,16.79413529,n
Sloanea_laevigata,4.9,7,0,29.44922586,n
Sloanea_laevigata,7.5,7,0,30.64902495,n
Sloanea_laevigata,4.9,7,0,28.18609721,n
Sloanea_laevigata,1.8,7,0,7.258437224,n
Sloanea_laevigata,7.5,7,0,26.61732785,n
Sloanea_laevigata,7.5,7,0,39.08529775,n
Sloanea_laevigata,7.5,7,0,42.76694635,n
Sloanea_laevigata,1.8,7,0,12.90700451,n
Sloanea_laevigata,1.8,7,0,21.60457551,n
Sloanea_laevigata,4.9,7,0,7.5666802,n
Sloanea_laevigata,4.9,7,0,47.30066596,n
Sloanea_laevigata,7.5,7,0,25.85974671,n
Sloanea_laevigata,1.8,7,0,10.32116757,n
Sloanea_medusula,9.6,7,0,44.94966018,n
Sloanea_medusula,9.6,7,0,27.13782,n
Sloanea_medusula,6.6,7,0,25.18731534,n
Sloanea_medusula,6.6,7,0,18.0866813,n
Sloanea_medusula,9.6,7,0,16.69915208,n
Socratea_exorrhiza,19.2,9,0,41.70192626,n
Socratea_exorrhiza,15.5,5,0,18.21085966,n
Socratea_exorrhiza,16.1,5,0,9.537639592,n
Socratea_exorrhiza,15.5,5,0,22.93147359,n
Socratea_exorrhiza,15.5,5,0,19.09289616,n
Socratea_exorrhiza,17.5,8,0,6.812020081,n
Socratea_exorrhiza,15.5,5,0,40.79278858,n
Socratea_exorrhiza,17.5,8,0,57.00565419,n
Sorocea_pubivena,6.1,9,0,47.83744349,n
Sorocea_pubivena,6.1,9,0,35.73290778,n
Sorocea_pubivena,4.3,6,0,24.39527554,n
Sorocea_pubivena,6.1,9,0,27.84393003,n
Sorocea_pubivena,2.9,9,0,54.15561651,n
Sorocea_pubivena,6.1,9,0,32.68651794,n
Sorocea_pubivena,6.1,9,0,24.78984866,n
Sorocea_pubivena,6.1,9,0,55.67665336,n
Sorocea_pubivena,17.5,6,0,6.812020081,n
Sorocea_pubivena,6.1,9,0,17.5649936,n
Sorocea_pubivena,17.5,6,0,57.00565419,n
Sorocea_pubivena,2.9,9,0,24.3000006,n
Sorocea_pubivena,2.9,9,0,6.452256911,n
Sorocea_pubivena,4.3,6,0,20.55862683,n
Sorocea_pubivena,6.1,9,0,38.02385041,n
Sorocea_pubivena,2.9,9,0,22.20260729,n
Spondias_mombin,10,5,0,29.01684123,c
Spondias_mombin,12.1,4,0,42.91063271,c
Spondias_mombin,10,5,0,26.7567893,c
Spondias_mombin,12.1,4,0,50.87709504,c
Spondias_mombin,12.1,8,0,42.91063271,c
Spondias_mombin,12.1,8,0,50.87709504,c
Spondias_mombin,10,5,0,19.65636992,c
Spondias_radlkoferi,16.7,4,0,30.33841903,c
Spondias_radlkoferi,20.8,6,0,13.51051825,c
Spondias_radlkoferi,25.4,4,0,35.5757572,c
Spondias_radlkoferi,16.8,4,0,10.9,c
Spondias_radlkoferi,20.8,6,0,30.85150239,c
Spondias_radlkoferi,16.7,4,0,24.63376747,c
Spondias_radlkoferi,28.4,6,0,2.448174759,c
Spondias_radlkoferi,20.2,6,0,31.08025817,c
Spondias_radlkoferi,16.8,4,0,43.4612207,c
Spondias_radlkoferi,20.8,4,0,30.85150239,c
Spondias_radlkoferi,20.8,4,0,13.51051825,c
Spondias_radlkoferi,16.7,4,0,17.87649086,c
Spondias_radlkoferi,16.7,8,0,24.63376747,c
Spondias_radlkoferi,16.7,8,0,30.33841903,c
Spondias_radlkoferi,16.7,8,0,17.87649086,c
Spondias_radlkoferi,16.8,4,0,38.85607802,c
Sterculia_recordiana,4,1,0,11.80482622,n
Sterculia_recordiana,4.2,1,0,14.3683736,n
Sterculia_recordiana,4,1,0,17.57327373,n
Sterculia_recordiana,14.7,4,0,50.84502876,n
Sterculia_recordiana,4.2,1,0,10.21961632,n
Sterculia_recordiana,4,1,0,17.99133473,n
Sterculia_recordiana,4.2,1,0,14.14158306,n
Sterculia_recordiana,4.2,1,0,32.51860083,n
Sterculia_recordiana,4.2,1,0,31.27070935,n
Sterculia_recordiana,4.2,1,0,46.64253721,n
Sterculia_recordiana,24,4,0,13.34425121,n
Sterculia_recordiana,14.7,4,0,52.16869272,n
Sterculia_recordiana,4,1,0,24.1524181,n
Sterculia_recordiana,24,4,0,37.24504799,n
Sterculia_recordiana,4.2,1,0,16.4630274,n
Sterculia_recordiana,14.7,8,0,50.84502876,n
Sterculia_recordiana,4.2,1,0,8.048696016,n
Sterculia_recordiana,14.7,8,0,52.16869272,n
Sterculia_recordiana,4.2,1,0,32.32629818,n
Stryphnodendron_microstachyum,58.5,7,1,25.81986392,n
Stryphnodendron_microstachyum,69.5,8,0,21.92244921,n
Stryphnodendron_microstachyum,69.5,10,0,21.92244921,n
Stryphnodendron_microstachyum,53.9,6,0,33.80494314,n
Stryphnodendron_microstachyum,27.5,4,0,45.0632349,n
Stryphnodendron_microstachyum,27.5,8,0,12.41222312,n
Stryphnodendron_microstachyum,27.5,8,0,40.40790146,n
Stryphnodendron_microstachyum,69.5,10,0,27.05133359,n
Stryphnodendron_microstachyum,27.5,4,0,31.88128559,n
Stryphnodendron_microstachyum,58.5,7,1,26.63806373,n
Stryphnodendron_microstachyum,69.5,10,0,29.07032164,n
Stryphnodendron_microstachyum,69.5,8,0,29.07032164,n
Stryphnodendron_microstachyum,27.5,8,0,45.0632349,n
Stryphnodendron_microstachyum,27.5,4,0,12.41222312,n
Stryphnodendron_microstachyum,27.5,8,0,31.88128559,n
Stryphnodendron_microstachyum,56.5,6,0,29.59032604,n
Stryphnodendron_microstachyum,69.5,8,0,27.05133359,n
Stryphnodendron_microstachyum,88.1,10,1,13.9113371,n
Stryphnodendron_microstachyum,58.5,7,1,7.164949407,n
Stryphnodendron_microstachyum,69.5,8,0,2.902447243,n
Stryphnodendron_microstachyum,27.5,4,0,40.40790146,n
Stryphnodendron_microstachyum,88.1,5,0,15.61234889,n
Stryphnodendron_microstachyum,69.5,10,0,2.902447243,n
Swartzia_cubensis,17,4,0,16.92208616,n
Swartzia_cubensis,5.3,4,0,39.29506011,n
Swartzia_cubensis,17,4,0,20.56628552,n
Swartzia_cubensis,5.3,8,0,11.17731941,n
Swartzia_cubensis,17,4,0,40.14646311,n
Swartzia_cubensis,5.3,4,0,58.84815205,n
Swartzia_cubensis,5.3,8,0,32.53951751,n
Swartzia_cubensis,5.3,4,0,11.17731941,n
Swartzia_cubensis,17,4,0,44.50036404,n
Swartzia_cubensis,5.3,8,0,39.29506011,n
Swartzia_cubensis,5.3,4,0,32.53951751,n
Swartzia_cubensis,5.3,8,0,58.84815205,n
Swartzia_cubensis,79.5,8,0,9.506475122,n
Swartzia_cubensis,79.5,8,0,28.24808471,n
Swartzia_cubensis,17,4,0,59.68706811,n
Swartzia_simplex,10.1,9,0,12.68771059,n
Swartzia_simplex,10.1,9,0,8.578712725,n
Swartzia_simplex,10.1,9,0,7.23479265,n
Swartzia_simplex,10.4,4,0,16.38026251,n
Swartzia_simplex,10.1,9,0,24.77883031,n
Synecanthus_warscewiczianus,3.3,9,0,55.3507291,n
Tabebuia_guayacan,14,8,0,16.56701646,n
Tabebuia_guayacan,14,4,0,16.46464361,n
Tabebuia_guayacan,14,4,0,16.56701646,n
Tabebuia_guayacan,14,8,0,37.51902184,n
Tabebuia_guayacan,1.7,8,1,11.90000753,n
Tabebuia_guayacan,1,4,0,22.54532546,n
Tabebuia_guayacan,14,4,0,37.51902184,n
Tabebuia_guayacan,14,8,0,16.46464361,n
Tabebuia_rosea,9.8,8,0,26.37918401,c
Tabebuia_rosea,9.8,4,0,30.0514318,c
Tabebuia_rosea,9.8,4,0,26.37918401,c
Tabebuia_rosea,9.8,4,0,28.99430461,c
Tabebuia_rosea,9.8,8,0,27.86404314,c
Tabebuia_rosea,9.8,8,0,32.93820274,c
Tabebuia_rosea,9.8,4,0,27.86404314,c
Tabebuia_rosea,9.8,8,0,30.0514318,c
Tabebuia_rosea,9.8,4,0,32.93820274,c
Tabebuia_rosea,9.8,8,0,28.99430461,c
Tabernaemontana_arborea,2,1,0,17.84046056,n
Talauma_sambuensis,7.4,4,0,26.23673214,n
Talauma_sambuensis,7.4,4,0,19.85321717,n
Talauma_sambuensis,7.4,4,0,13.14389592,n
Tapirira_myriantha,38,1,0,34.60959661,n
Tapirira_myriantha,6.5,9,0,25.48283272,n
Tapirira_myriantha,5.6,7,0,22.5962639,n
Tapirira_myriantha,7.9,5,1,30.63451579,n
Tapirira_myriantha,26.9,10,1,16.68569747,n
Tapirira_myriantha,6.5,9,0,24.56053837,n
Tapirira_myriantha,6.5,9,0,39.72867892,n
Tapirira_myriantha,6.5,9,0,37.51389546,n
Tapirira_myriantha,7.9,7,0,27.08082023,n
Tapirira_myriantha,7.9,7,0,35.76550746,n
Terminalia_amazonia,2.4,4,0,31.69789803,c
Terminalia_amazonia,15.6,4,0,16.61633233,c
Terminalia_amazonia,13.6,4,0,7.10583563,c
Terminalia_amazonia,4.1,4,0,42.1510366,c
Terminalia_amazonia,16.5,4,0,36.90621393,c
Terminalia_amazonia,15.6,4,0,16.48838912,c
Terminalia_amazonia,16.5,4,0,52.93771713,c
Terminalia_amazonia,3.5,4,1,2.845487656,c
Terminalia_amazonia,16.5,4,0,7.729074977,c
Terminalia_amazonia,2.4,4,0,16.11628059,c
Terminalia_amazonia,16.5,4,0,20.23804066,c
Terminalia_amazonia,4.1,4,0,32.33984805,c
Terminalia_amazonia,4.1,4,0,4.834397584,c
Terminalia_amazonia,16.5,4,0,21.37854298,c
Terminalia_amazonia,4.1,4,0,21.13077386,c
Terminalia_amazonia,4.1,4,0,3.72484899,c
Terminalia_amazonia,16.5,4,0,40.43855759,c
Terminalia_oblonga,97,4,1,9.242391465,n
Terminalia_oblonga,31,9,1,40.64935042,n
Terminalia_oblonga,7.8,4,1,39.0766887,n
Terminalia_oblonga,80,6,1,37.63211535,n
Terminalia_oblonga,87,7,1,7.915262142,n
Terminalia_oblonga,90,4,0,32.98805996,n
Terminalia_oblonga,14.1,4,0,15.72547843,n
Terminalia_oblonga,14.1,4,0,13.61175551,n
Terminalia_oblonga,16.5,4,1,20.21563998,n
Terminalia_oblonga,90,4,0,35.20606908,n
Terminalia_oblonga,7.8,4,1,12.67818966,n
Terminalia_oblonga,14.1,4,0,43.6563867,n
Terminalia_oblonga,14.1,4,0,29.64667623,n
Theobroma_mammosum,14.3,10,0,20.41336817,n
Theobroma_mammosum,12.2,1,0,15.68749828,n
Theobroma_mammosum,14.3,10,0,23.02140308,n
Theobroma_simiarum,14.8,1,0,14.81303253,n
Theobroma_simiarum,14.8,1,0,4.866606498,n
Theobroma_simiarum,14.8,1,0,16.04060609,n
Theobroma_simiarum,14.8,1,0,30.06721518,n
Tovomita_weddelliana,2.1,5,0,39.59708196,n
Tovomita_weddelliana,2.1,5,0,39.17815449,n
Tovomita_weddelliana,2.1,5,0,6.233535446,n
Tovomita_weddelliana,2.1,5,0,11.67663729,n
Tovomita_weddelliana,2.1,5,0,22.97297731,n
Trema_integerrima,16.8,9,0,10.9,n
Trema_integerrima,16.8,9,0,38.85607802,n
Trema_integerrima,16.8,9,0,43.4612207,n
Trophis_racemosa,6,4,0,16.33745464,n
Trophis_racemosa,9.4,6,0,18.3359892,n
Trophis_racemosa,26.1,6,1,21.9280839,n
Trophis_racemosa,4.8,7,0,12.00026092,n
Trophis_racemosa,9.4,6,0,21.99460381,n
Trophis_racemosa,4.8,7,0,16.02286179,n
Trophis_racemosa,6,4,0,21.96542371,n
Trophis_racemosa,6,4,0,11.71385931,n
Trophis_racemosa,6.6,6,0,25.18731534,n
Trophis_racemosa,4.6,6,0,12.90596032,n
Trophis_racemosa,4.6,6,0,10.65683554,n
Trophis_racemosa,6,4,0,9.147929129,n
Trophis_racemosa,4.6,6,0,9.047166048,n
Trophis_racemosa,6.6,6,0,18.0866813,n
Unonopsis_pittieri,17,4,0,20.56628552,n
Unonopsis_pittieri,17,4,0,40.14646311,n
Unonopsis_pittieri,17,4,0,16.92208616,n
Unonopsis_pittieri,17,4,0,59.68706811,n
Unonopsis_pittieri,17,4,0,44.50036404,n
Virola_koschnyi,66.5,8,0,14.12183909,n
Virola_koschnyi,16.7,9,0,24.63376747,n
Virola_koschnyi,68,1,1,18.17549919,n
Virola_koschnyi,66.5,8,0,18.09489707,n
Virola_koschnyi,84,5,0,30.13965973,n
Virola_koschnyi,8.1,4,1,34.24699257,n
Virola_koschnyi,15.2,4,0,18.92909874,n
Virola_koschnyi,15.2,4,0,26.90214861,n
Virola_koschnyi,8.1,9,0,20.76391742,n
Virola_koschnyi,16.7,9,0,30.33841903,n
Virola_koschnyi,66.5,8,0,4.161102364,n
Virola_koschnyi,58.5,7,0,24.02927069,n
Virola_koschnyi,16.7,9,0,17.87649086,n
Virola_sebifera,37.4,7,1,33.21824026,n
Virola_sebifera,4.9,5,0,29.44922586,n
Virola_sebifera,17.8,9,0,21.17048592,n
Virola_sebifera,4.9,5,0,7.5666802,n
Virola_sebifera,17.8,9,0,43.13952248,n
Virola_sebifera,43.5,9,1,19.36546086,n
Virola_sebifera,4.9,5,0,28.18609721,n
Virola_sebifera,9.1,9,0,38.27644648,n
Virola_sebifera,4.9,5,0,47.30066596,n
Virola_sebifera,9.3,9,0,27.80344276,n
Virola_sebifera,17.8,9,0,30.4630936,n
Virola_sebifera,9.1,9,0,32.95622189,n
Virola_sebifera,9.3,9,0,23.55591221,n
Virola_sebifera,9.1,9,0,7.4623241,n
Virola_sebifera,9.1,9,0,9.878652919,n
Virola_sebifera,9.3,9,0,30.94380797,n
Vochysia_ferruginea,5,4,0,21.25805855,n
Vochysia_ferruginea,5,4,0,15.70673741,n
Vochysia_guatemalensis,25,4,0,50.38903055,n
Vochysia_guatemalensis,25,4,0,23.09181351,n
Vochysia_guatemalensis,25,4,0,27.59932246,n
Vochysia_guatemalensis,42,4,0,8.36876335,n
Vochysia_guatemalensis,25,4,0,30.03531784,n
Vochysia_guatemalensis,7.2,4,0,31.18647827,n
Vochysia_guatemalensis,7.2,4,0,23.54574271,n
Vochysia_guatemalensis,25,4,0,22.89576064,n
Vochysia_guatemalensis,7.2,4,0,18.64903268,n
Warscewiczia_coccinea,16.5,1,0,21.37854298,n
Warscewiczia_coccinea,16.5,1,0,7.729074977,n
Warscewiczia_coccinea,16.5,1,0,20.23804066,n
Warscewiczia_coccinea,16.5,1,0,36.90621393,n
Warscewiczia_coccinea,24.1,9,0,31.95776119,n
Warscewiczia_coccinea,7.1,4,0,15.72509459,n
Warscewiczia_coccinea,23.5,9,0,12.93678941,n
Warscewiczia_coccinea,20.5,1,0,32.71498327,n
Warscewiczia_coccinea,8.3,9,0,36.02564793,n
Warscewiczia_coccinea,7.1,4,0,22.25578053,n
Warscewiczia_coccinea,23.5,9,0,3.728946127,n
Warscewiczia_coccinea,16.5,1,0,40.43855759,n
Warscewiczia_coccinea,13.7,7,0,7.431910971,n
Warscewiczia_coccinea,16.5,1,0,52.93771713,n
Warscewiczia_coccinea,23.5,9,0,11.75673757,n
Warscewiczia_coccinea,8.3,9,0,9.031081177,n
Warscewiczia_coccinea,27.6,4,0,41.74424152,n
Warscewiczia_coccinea,24.1,9,0,11.59311754,n
Warscewiczia_coccinea,23.9,4,0,25.24085973,n
Warscewiczia_coccinea,13.7,7,0,11.14255088,n
Warscewiczia_coccinea,27.6,4,0,30.8087731,n
Welfia_regia,21.6,9,0,27.56490522,n
Welfia_regia,16.2,1,0,16.10693869,n
Welfia_regia,21.2,6,0,28.40090501,n
Welfia_regia,12,4,0,49.592274,n
Welfia_regia,14,9,0,16.56701646,n
Welfia_regia,14,9,0,16.46464361,n
Welfia_regia,18.9,6,0,30.73556196,n
Welfia_regia,16.2,1,0,25.81141315,n
Welfia_regia,12,4,0,24.64786384,n
Welfia_regia,12,4,0,11.46994769,n
Welfia_regia,14,9,0,37.51902184,n
Welfia_regia,21.6,9,0,49.3852559,n
Welfia_regia,19.3,5,0,26.50468151,n
Xylosma_chlorantha,4.5,7,0,35.46981993,n
Xylosma_chlorantha,4.5,7,0,50.16097344,n
Xylosma_chlorantha,4.5,7,0,31.48629019,n
Xylosma_chlorantha,1.9,7,0,7.205597656,n
Xylosma_chlorantha,4.5,7,0,10.28152468,n
Xylosma_chlorantha,1.9,7,0,29.95592929,n
Xylosma_chlorantha,1.9,7,0,20.99767235,n
Xylosma_chlorantha,4.5,7,0,28.86878581,n
Zigia_gigantifoliola,7,5,0,5.278822169,n
Zigia_gigantifoliola,7,5,0,18.44410702,n
Zigia_gigantifoliola,6.2,5,0,14.5983047,n
Zigia_gigantifoliola,2.6,5,0,13.73523169,n
Zigia_gigantifoliola,4.6,5,0,10.65683554,n
